route_id,zone,population,risk_level,road_capacity,distance_km,avg_speed_kmph,evac_time_min
R86,E,680,0.81,93,5.9,22.0,27.9
R25,B,4513,0.54,193,9.1,58.2,31.3
R13,E,3937,0.55,402,22.5,25.7,104.0
R82,E,2463,0.58,382,6.6,48.3,13.5
R33,C,4655,0.25,445,11.8,22.7,63.8
R16,C,1398,0.27,104,9.4,24.3,54.4
R42,B,665,0.37,356,11.8,40.4,20.8
R66,A,2870,0.6,407,21.8,38.6,57.8
R55,B,3719,0.28,472,12.3,58.1,22.7
R99,B,2776,0.2,466,17.5,57.8,29.0
R42,D,1090,0.92,210,4.8,51.2,8.5
R34,D,3869,0.12,334,24.5,44.1,71.9
R30,B,1046,0.78,374,12.4,38.2,24.9
R13,B,612,0.77,247,20.2,34.2,44.2
R13,B,4933,0.35,208,22.3,57.9,77.9
R18,E,1220,0.22,129,7.9,44.1,20.9
R32,D,1377,0.22,80,26.8,43.2,101.3
R96,B,3129,0.69,161,19.3,29.3,116.3
R99,C,2681,0.65,95,14.0,21.9,146.6
R39,C,3918,0.77,402,7.1,57.8,14.6
R46,E,1097,0.9,254,28.4,32.5,75.1
R29,E,4743,0.69,101,23.1,37.7,209.4
R62,A,572,0.23,187,7.8,24.6,24.8
R93,A,3310,0.31,123,11.5,53.5,47.6
R62,A,2073,0.82,90,24.7,21.1,232.0
R57,E,2847,0.28,126,21.5,53.4,78.7
R16,E,3464,0.16,436,23.4,25.6,98.4
R56,E,1246,0.7,236,14.4,55.5,23.8
R10,C,2965,0.44,419,22.1,49.2,46.0
R30,E,806,0.88,101,12.8,26.6,51.9
R25,C,543,0.65,467,7.9,42.6,12.4
R84,A,805,0.18,482,19.7,32.5,42.4
R5,A,4817,0.91,461,29.3,27.1,132.7
R65,A,3458,0.32,136,10.7,54.4,41.8
R94,B,3890,0.39,158,14.9,36.1,85.7
R49,B,2172,0.44,446,20.9,35.9,51.9
R3,D,4093,0.14,274,17.2,26.8,96.0
R45,D,1492,0.52,297,25.6,35.3,65.4
R14,D,4725,0.2,118,23.3,54.9,127.4
R30,B,1764,0.44,169,3.6,34.5,12.8
R68,B,690,0.4,116,30.0,58.1,49.4
R18,D,4776,0.76,110,23.1,57.9,127.9
R62,D,3677,0.78,493,26.2,25.8,106.4
R37,E,972,0.23,376,20.2,27.1,56.3
R25,D,2860,0.41,457,26.0,54.5,46.5
R48,E,1511,0.42,240,5.1,35.7,14.0
R65,C,1229,0.23,238,11.7,20.2,52.7
R53,B,1839,0.78,200,26.5,31.0,98.5
R79,D,1212,0.7,335,7.6,43.9,14.1
R73,B,943,0.26,493,4.2,52.0,5.8
R15,B,4822,0.41,451,24.1,25.3,118.3
R49,B,801,0.19,145,25.4,24.4,97.0
R88,C,1029,0.63,361,6.6,56.9,8.9
R68,A,1583,0.2,358,25.9,50.0,44.8
R12,D,2418,0.94,312,21.2,43.6,51.8
R59,A,4852,0.76,146,16.6,50.8,84.8
R37,A,4686,0.43,162,25.2,37.2,158.2
R61,A,4136,0.59,174,13.7,50.3,55.2
R43,B,1219,0.87,485,7.4,34.9,15.9
R70,E,4350,0.57,181,10.0,29.8,68.5
R39,B,2639,0.25,467,16.1,49.2,30.7
R56,B,1055,0.42,466,16.9,36.8,33.8
R63,A,2169,0.82,170,24.6,59.3,56.6
R46,B,4772,0.65,246,24.2,34.0,125.5
R88,A,807,0.65,343,18.3,56.9,23.8
R11,E,1736,0.84,171,23.9,57.3,50.4
R62,D,2875,0.86,331,7.4,29.7,27.9
R77,A,3726,0.88,434,3.4,51.9,7.3
R98,E,858,0.18,309,26.5,37.3,54.5
R25,D,3402,0.56,88,4.1,56.7,21.1
R71,C,4816,0.73,103,8.9,38.0,79.8
R52,A,3922,0.74,210,21.5,49.8,74.3
R4,A,4699,0.62,338,13.5,38.7,50.0
R59,C,4357,0.24,249,26.5,29.1,150.2
R72,C,4015,0.78,325,10.3,28.0,49.3
R20,A,1601,0.71,65,2.3,37.0,12.9
R93,C,2455,0.17,454,10.4,50.2,19.2
R63,B,992,0.49,222,18.2,44.2,35.7
R54,D,4650,0.25,297,12.5,47.5,40.5
R74,D,1778,0.39,432,17.0,31.3,46.0
R98,D,556,0.12,267,26.5,39.3,48.9
R57,B,2730,0.44,136,27.5,21.8,227.6
R90,C,741,0.57,131,9.4,52.7,16.8
R41,E,2181,0.63,111,14.9,59.6,44.5
R3,C,2946,0.66,336,17.4,36.3,54.0
R6,A,4120,0.81,91,28.6,20.4,465.0
R5,D,4977,0.28,61,30.0,26.8,615.2
R5,C,2035,0.2,370,8.6,46.1,17.3
R54,E,4035,0.82,283,22.4,44.5,73.3
R47,A,2945,0.23,378,12.6,51.5,26.1
R87,B,318,0.93,180,2.2,30.2,5.1
R49,B,1424,0.82,164,2.3,50.5,5.1
R9,E,4285,0.53,267,14.9,47.5,49.0
R99,A,2954,0.93,186,15.7,32.9,74.1
R20,D,2380,0.18,155,2.6,41.8,9.5
R61,C,1847,0.36,228,21.2,25.9,88.9
R35,A,1161,0.64,65,10.2,38.1,44.8
R50,B,454,0.4,291,17.7,55.2,22.2
R82,E,3794,0.89,383,10.4,36.8,33.8
R62,E,1204,0.16,430,6.7,53.6,9.6
R17,C,1569,0.57,436,13.4,43.6,25.1
R88,E,704,0.6,275,8.5,27.7,23.1
R3,E,1143,0.65,291,17.0,43.2,32.9
R32,A,2082,0.32,457,7.6,40.2,16.5
R99,D,1864,0.41,190,16.2,35.9,53.6
R13,C,1484,0.82,435,6.4,24.8,20.8
R89,A,1046,0.27,248,20.8,36.7,48.3
R73,D,2025,0.8,161,23.1,22.9,136.6
R68,A,3488,0.58,176,5.1,24.0,38.0
R14,A,570,0.75,70,15.1,36.6,44.9
R98,E,4256,0.71,196,4.0,32.2,23.6
R11,D,471,0.28,138,18.7,57.0,26.4
R56,C,573,0.58,352,9.4,35.0,18.7
R67,C,2606,0.84,455,16.8,50.3,31.5
R92,D,1458,0.47,252,16.5,41.2,37.9
R29,E,2006,0.92,466,27.9,48.2,49.7
R9,B,2071,0.48,465,17.4,30.4,49.6
R67,A,721,0.22,497,18.3,57.7,21.8
R25,E,1509,0.43,134,13.2,41.2,40.9
R98,D,4975,0.91,216,28.6,53.3,106.3
R76,A,1190,0.37,433,23.8,34.6,52.6
R42,C,3567,0.84,121,10.0,24.0,98.7
R9,B,1773,0.85,347,25.6,46.9,49.5
R79,C,3543,0.4,58,14.1,20.3,296.3
R40,D,4778,0.17,330,25.2,39.0,94.9
R25,A,2481,0.72,307,25.0,27.7,97.9
R5,D,1749,0.36,324,7.3,45.1,15.0
R11,A,3396,0.77,287,21.6,59.2,47.8
R59,E,3556,0.48,69,10.1,38.6,96.6
R98,B,3456,0.51,282,10.3,52.7,26.1
R88,E,1890,0.76,270,10.3,40.3,26.1
R79,E,4539,0.43,375,22.3,39.8,74.3
R38,D,4281,0.48,66,8.4,57.2,66.0
R72,B,1735,0.42,429,2.0,55.6,3.0
R5,A,523,0.41,138,22.0,51.4,35.4
R48,A,519,0.55,245,6.8,31.9,15.5
R90,C,4574,0.79,399,4.9,41.8,15.1
R18,A,1954,0.41,133,8.7,29.0,44.4
R70,D,4828,0.55,436,12.6,37.8,42.1
R37,E,564,0.67,136,15.3,39.4,33.0
R60,E,1253,0.33,356,3.2,53.3,4.9
R48,E,4824,0.34,387,29.2,55.8,70.5
R77,B,4033,0.89,203,22.0,36.6,107.7
R28,A,3074,0.72,489,11.0,20.7,51.9
R69,D,3424,0.59,277,10.9,54.5,26.8
R77,B,779,0.65,497,14.6,27.0,37.5
R81,C,3814,0.12,313,19.5,44.9,57.8
R40,D,1653,0.63,272,6.1,21.0,28.0
R45,D,3622,0.53,470,7.3,36.0,21.5
R96,D,4178,0.56,170,26.1,59.4,91.2
R62,E,1189,0.41,460,9.2,24.0,28.9
R93,D,4154,0.17,222,12.6,36.9,58.8
R58,A,1224,0.26,53,26.4,32.3,162.3
R67,D,2470,0.91,391,20.6,56.2,35.9
R56,E,2202,0.45,177,11.6,54.8,28.5
R40,D,2695,0.5,159,21.1,29.5,115.7
R98,C,328,0.14,404,2.6,23.2,7.3
R40,C,334,0.13,86,22.6,45.1,41.7
R91,E,3889,0.71,120,15.6,33.5,118.5
R77,A,2970,0.56,338,24.8,46.9,59.6
R33,A,3665,0.53,80,28.7,21.3,451.2
R6,B,888,0.31,488,27.9,25.3,78.2
R88,E,3518,0.73,430,27.5,47.5,63.2
R19,D,3438,0.24,317,16.3,28.5,71.5
R80,E,1203,0.26,60,12.1,54.3,40.2
R40,B,4386,0.49,393,15.0,22.3,85.4
R92,E,2469,0.34,377,21.3,28.6,74.0
R97,E,639,0.31,81,26.8,59.9,48.0
R59,B,4570,0.65,106,7.8,37.3,66.6
R59,A,2014,0.65,215,27.7,48.1,66.9
R48,D,4992,0.8,237,24.8,27.3,169.3
R41,B,4846,0.46,391,29.4,44.4,89.0
R13,C,856,0.16,68,26.6,49.0,73.6
R45,A,3387,0.33,165,9.8,32.6,55.1
R89,C,3566,0.93,233,5.0,53.2,14.3
R53,A,3867,0.61,319,5.1,44.1,15.4
R42,D,2356,0.7,82,10.2,35.6,66.6
R100,D,4199,0.11,59,19.2,42.3,221.1
R63,E,1316,0.54,129,24.5,43.1,68.9
R27,C,2362,0.13,241,27.2,26.6,121.5
R38,A,1138,0.58,369,19.5,36.1,42.4
R60,D,1937,0.88,239,2.2,33.7,7.1
R7,B,4621,0.92,117,7.2,36.0,59.4
R5,D,3796,0.56,397,4.8,50.4,11.2
R45,B,2113,0.49,174,12.2,39.3,41.2
R58,A,3779,0.9,476,16.0,57.6,29.9
R31,D,1751,0.67,385,3.2,31.7,8.8
R23,D,2613,0.16,108,11.8,36.6,66.1
R42,A,1814,0.5,485,7.0,51.5,11.2
R10,D,1531,0.3,146,20.1,41.8,59.1
R32,B,1945,0.5,324,15.0,41.9,34.4
R53,D,3299,0.49,198,15.9,22.1,115.1
R30,C,3740,0.59,327,14.0,35.9,50.2
R39,E,4356,0.4,314,28.8,30.8,133.9
R31,B,605,0.24,58,8.0,60.0,16.3
R82,C,3836,0.53,332,16.5,32.3,66.1
R100,A,2023,0.81,322,22.6,55.4,39.9
R2,B,1989,0.66,477,17.6,47.0,31.8
R78,E,1817,0.39,350,28.0,33.6,76.0
R77,E,4217,0.9,57,12.6,41.7,152.3
R93,A,719,0.88,257,15.0,53.6,21.5
R12,A,3236,0.28,451,4.5,55.3,8.4
R39,B,4162,0.13,174,19.1,26.4,147.2
R66,D,4529,0.73,172,10.1,33.6,65.5
R96,A,1750,0.8,82,6.5,33.4,36.6
R13,D,3396,0.92,50,17.2,21.7,370.6
R46,C,3561,0.86,253,16.9,43.9,55.6
R27,E,1464,0.61,55,4.1,54.2,16.6
R17,D,2169,0.55,346,21.6,35.3,59.7
R95,E,2119,0.12,488,19.5,49.6,33.8
R98,D,3005,0.31,54,7.3,45.1,63.8
R60,C,3815,0.49,492,15.1,35.0,46.0
R64,A,1642,0.63,129,22.2,25.6,118.3
R88,C,2526,0.57,323,16.8,48.4,37.1
R35,A,1379,0.73,226,13.1,54.2,23.4
R70,A,4506,0.34,387,11.0,47.4,30.1
R83,E,4863,0.58,370,19.1,20.7,128.1
R30,C,3079,0.17,388,28.3,28.6,106.5
R71,D,2828,0.45,487,20.8,22.8,86.5
R74,C,1113,0.74,494,4.1,42.8,7.0
R96,E,2331,0.69,185,14.9,50.3,40.2
R98,A,622,0.94,436,26.9,24.4,75.6
R63,E,3269,0.34,74,4.6,53.5,27.9
R28,B,1203,0.52,374,29.7,42.2,55.8
R60,B,1841,0.38,232,28.6,47.6,64.7
R79,D,3803,0.47,217,4.2,58.9,11.8
R94,E,2953,0.83,387,28.1,23.3,127.6
R37,D,2776,0.68,227,12.2,56.0,29.1
R93,D,3640,0.85,422,25.7,25.0,114.9
R22,B,4543,0.27,144,13.7,35.7,95.7
R68,D,1441,0.84,82,14.3,54.1,43.7
R20,B,1149,0.15,160,19.8,56.3,36.3
R96,A,666,0.86,195,23.7,40.3,47.3
R100,E,3197,0.38,430,2.9,43.8,6.9
R68,D,1389,0.37,490,18.6,48.3,29.7
R91,B,4341,0.54,280,7.2,53.3,20.7
R64,C,2338,0.9,321,11.7,24.9,48.7
R17,D,3160,0.14,385,11.7,52.4,24.4
R12,A,4570,0.4,87,15.1,39.3,144.2
R22,A,2154,0.83,474,11.4,38.0,26.2
R17,C,4983,0.44,184,5.0,37.0,30.1
R10,B,794,0.27,383,6.1,40.4,10.9
R65,D,3482,0.46,284,2.9,57.8,6.7
R22,B,2084,0.43,486,15.2,41.9,31.1
R90,A,3810,0.88,368,28.7,58.1,60.3
R82,B,4086,0.75,417,5.2,27.2,22.7
R50,A,4430,0.53,394,28.5,49.0,74.1
R14,B,1298,0.94,209,22.5,52.5,41.7
R64,C,4769,0.5,87,19.8,47.2,163.1
R47,E,1751,0.15,199,20.1,44.3,51.2
R29,C,2051,0.32,449,25.1,42.6,51.5
R76,C,2580,0.47,357,5.0,54.4,9.5
R36,E,4958,0.23,78,16.1,52.9,134.3
R99,E,3234,0.91,193,21.5,24.9,138.6
R52,D,4034,0.75,125,18.4,53.9,86.6
R76,D,3646,0.33,194,25.3,36.6,119.4
R7,C,2173,0.6,278,4.0,30.1,14.2
R29,C,4834,0.71,113,21.3,54.8,123.1
R11,A,4103,0.9,396,17.0,37.3,55.7
R33,A,2279,0.85,394,12.6,52.3,22.8
R6,D,998,0.54,318,11.5,30.5,29.7
R79,D,1612,0.76,377,19.4,20.2,82.3
R32,A,3262,0.58,233,26.9,39.8,97.3
R51,A,3238,0.57,310,15.9,24.0,81.3
R75,B,2600,0.2,317,25.1,50.2,54.6
R58,B,3497,0.21,218,13.3,31.0,67.0
R87,A,426,0.55,308,4.9,37.7,8.9
R26,B,1491,0.33,276,3.7,23.5,14.6
R98,E,2939,0.12,82,3.4,31.5,29.7
R46,D,4689,0.71,426,12.6,51.3,31.0
R98,D,4216,0.13,263,11.4,26.1,68.2
R29,A,1666,0.61,99,22.1,45.9,77.5
R4,C,1319,0.56,489,22.8,56.7,30.6
R81,A,4379,0.92,442,3.4,47.2,8.6
R99,B,4814,0.51,259,8.2,52.4,26.8
R13,C,4839,0.15,483,9.7,24.4,47.7
R39,B,984,0.57,78,17.3,30.0,78.2
R15,E,3929,0.81,88,6.0,55.8,35.3
R29,B,3187,0.95,396,5.8,48.6,12.9
R29,E,1762,0.47,149,28.4,45.6,81.6
R75,E,4386,0.37,222,24.5,46.6,93.9
R32,B,2561,0.87,66,7.1,36.6,56.8
R2,B,4480,0.26,105,13.4,21.8,194.2
R47,E,3141,0.62,275,12.0,51.4,30.0
R78,C,2067,0.44,95,24.1,47.1,97.5
R84,E,4480,0.13,116,16.3,38.9,122.2
R22,D,3860,0.4,246,5.6,56.0,15.4
R75,E,2412,0.33,191,22.7,33.4,92.3
R27,C,926,0.68,372,13.1,31.8,30.9
R67,D,4459,0.91,72,9.4,54.9,73.9
R81,A,3714,0.33,143,12.5,51.9,52.0
R56,A,1675,0.79,291,15.9,40.6,37.0
R92,C,1481,0.15,286,11.6,25.2,41.9
R93,E,790,0.56,494,8.8,28.6,21.4
R21,B,4029,0.16,456,13.2,46.2,32.3
R47,C,3834,0.89,460,2.5,35.4,7.8
R80,D,3596,0.75,103,23.6,53.5,118.9
R59,D,2240,0.66,187,6.8,58.0,15.5
R84,A,4708,0.8,382,3.2,52.2,8.2
R6,D,2182,0.65,321,20.3,35.1,58.3
R19,C,3287,0.92,90,23.7,51.5,128.5
R57,D,3459,0.71,147,24.8,34.1,146.3
R69,C,4830,0.89,232,15.8,26.7,109.4
R3,B,981,0.54,177,7.8,21.3,34.1
R1,A,1373,0.2,278,22.6,35.4,57.2
R58,D,2687,0.55,366,21.6,56.1,40.1
R38,C,2694,0.21,135,8.9,29.6,54.0
R15,E,2993,0.6,305,27.3,28.3,114.7
R34,A,1670,0.51,258,4.9,58.8,8.2
R61,B,4640,0.63,264,29.5,21.0,232.4
R35,C,2456,0.11,423,26.1,51.4,48.2
R64,B,2880,0.27,149,21.3,32.9,113.9
R25,B,4691,0.52,98,28.3,21.5,457.0
R24,D,2459,0.91,250,22.2,56.7,46.6
R12,D,3548,0.43,485,7.3,25.6,29.6
R18,C,4031,0.46,307,14.4,42.1,47.5
R15,E,4129,0.71,425,4.0,31.0,15.3
R80,C,1927,0.61,227,12.9,22.6,63.3
R27,E,3772,0.35,294,22.8,22.0,142.0
R72,B,327,0.45,172,12.8,24.6,37.2
R60,A,2285,0.29,391,11.2,22.9,46.5
R46,C,4453,0.92,220,18.7,50.4,67.3
R89,C,1821,0.21,382,26.4,39.4,59.4
R17,E,596,0.42,185,3.3,33.7,7.8
R93,B,2481,0.12,108,12.8,36.7,69.0
R53,B,3702,0.29,242,6.4,57.2,17.0
R8,E,2596,0.76,317,21.5,56.4,41.6
R79,B,2897,0.27,309,5.0,48.6,12.0
R27,D,1201,0.17,422,20.6,55.4,28.7
R46,A,1398,0.5,144,10.0,32.8,36.1
R50,C,1977,0.11,174,7.6,35.2,27.7
R71,A,3181,0.17,90,28.2,44.5,172.4
R3,C,1678,0.79,428,2.5,44.9,4.7
R93,D,1548,0.76,303,14.3,39.3,33.0
R64,B,4035,0.88,56,2.6,36.0,35.6
R44,E,4541,0.83,265,15.5,59.4,42.5
R53,D,1564,0.68,118,16.0,52.8,42.3
R24,A,2207,0.14,118,11.0,37.4,50.7
R60,E,1358,0.77,130,5.7,49.1,14.2
R3,B,3049,0.82,79,12.5,30.8,118.3
R20,D,2348,0.78,122,20.8,24.0,152.1
R46,E,4548,0.53,311,23.9,34.1,103.5
R15,D,2776,0.3,138,16.9,36.1,84.6
R25,D,4316,0.82,452,18.5,20.7,104.8
R94,B,4903,0.72,257,7.6,52.6,25.2
R78,C,3497,0.93,262,10.0,34.4,40.7
R71,E,4886,0.23,371,6.5,43.2,20.9
R17,B,3853,0.29,315,9.0,23.0,52.2
R84,D,4740,0.28,449,8.3,27.0,37.9
R100,B,2061,0.77,342,16.5,55.6,28.5
R9,C,520,0.26,256,17.8,44.3,29.0
R38,E,4923,0.16,382,28.5,58.0,67.5
R48,C,3188,0.95,126,7.5,60.0,26.5
R60,A,1964,0.12,337,20.0,34.9,54.4
R63,E,4286,0.81,96,24.9,32.0,255.1
R86,C,4876,0.41,159,17.7,54.3,79.5
R2,D,3277,0.82,249,9.1,59.9,21.1
R88,E,2171,0.57,476,9.4,45.2,18.2
R72,E,1762,0.87,259,3.1,51.8,6.0
R11,B,644,0.89,425,10.6,51.3,14.3
R64,D,344,0.11,469,22.8,34.2,42.9
R77,A,2368,0.16,203,3.3,43.0,10.0
R81,C,1814,0.31,59,8.1,53.3,37.2
R72,B,2898,0.67,464,21.8,47.5,44.7
R21,C,1301,0.86,402,23.9,20.8,91.3
R18,A,1333,0.49,206,14.7,33.5,43.4
R94,A,2340,0.62,310,21.5,25.8,87.7
R64,E,573,0.26,126,12.9,29.3,38.4
R82,A,2947,0.78,306,6.5,56.2,13.6
R95,C,2079,0.92,180,13.1,21.5,78.8
R38,D,4776,0.33,116,18.2,28.8,194.0
R32,D,778,0.52,277,28.5,32.4,67.6
R11,E,815,0.17,212,3.9,44.7,7.2
R45,C,4586,0.58,64,16.2,41.4,191.7
R89,C,1491,0.53,281,11.2,28.7,35.8
R33,A,2968,0.22,244,16.2,26.6,81.0
R41,C,1711,0.48,398,2.7,29.5,7.9
R8,B,3580,0.38,79,10.8,40.1,89.4
R11,A,571,0.54,408,25.0,30.8,55.5
R86,B,442,0.6,387,17.5,57.9,20.2
R51,E,3632,0.11,380,14.6,38.6,44.4
R88,D,1087,0.75,476,10.0,22.4,32.9
R41,E,1981,0.71,365,10.3,49.2,19.4
R17,D,922,0.41,345,12.7,33.2,29.1
